Cód.,Abacate,,Abacaxi*,,Açaí,,Alfafa fenada,,Algodão arbóreo (em caroço),,Algodão herbáceo (em caroço),,Alho,,Amendoim (em casca),,Arroz (em casca),,Aveia (em grão),,Azeitona,,Banana (cacho),,Batata-doce,,Batata-inglesa,,Borracha (látex coagulado),,Borracha (látex líquido),,Cacau (em amêndoa),,Café (em grão) Total,,Café (em grão) Arábica,,Café (em grão) Canephora,,Caju,,Cana-de-açúcar,,Cana para forragem,,Caqui,,Castanha de caju,,Cebola,,Centeio (em grão),,Cevada (em grão),,Chá-da-índia (folha verde),,Coco-da-baía*,,Dendê (cacho de coco),,Erva-mate (folha verde),,Ervilha (em grão),,Fava (em grão),,Feijão (em grão),,Figo,,Fumo (em folha),,Girassol (em grão),,Goiaba,,Guaraná (semente),,Juta (fibra),,Laranja,,Limão,,Linho (semente),,Maçã,,Malva (fibra),,Mamão,,Mamona (baga),,Mandioca,,Manga,,Maracujá,,Marmelo,,Melancia,,Melão,,Milho (em grão),,Noz (fruto seco),,Palmito,,Pera,,Pêssego,,Pimenta-do-reino,,Rami (fibra),,Sisal ou agave (fibra),,Soja (em grão),,Sorgo (em grão),,Tangerina,,Tomate,,Trigo (em grão),,Triticale (em grão),,Tungue (fruto seco),,Urucum (semente),,Uva,ano
35012,1114,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,30,Mil Reais,-,Mil Reais,-,Mil Reais,2249,Mil Reais,-,Mil Reais,-,Mil Reais,159,Mil Reais,...,Mil Reais,-,Mil Reais,474331,Mil Reais,474331,Mil Reais,-,Mil Reais,...,Mil Reais,329161,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,805,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1194,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,57896,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,368,Mil Reais,-,Mil Reais,16,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,16713,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,18148,Mil Reais,819,Mil Reais,-,Mil Reais,1099,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,539,2019
35013,8939,Mil Reais,846,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,220,Mil Reais,115233,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1699,Mil Reais,1760,Mil Reais,-,Mil Reais,2492,Mil Reais,...,Mil Reais,-,Mil Reais,974,Mil Reais,974,Mil Reais,-,Mil Reais,...,Mil Reais,1449048,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,82508,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,53,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,33,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,51473,Mil Reais,-,Mil Reais,-,Mil Reais,312119,Mil Reais,250737,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,322,Mil Reais,-,Mil Reais,5736,Mil Reais,79058,Mil Reais,2368,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,14235,Mil Reais,-,Mil Reais,2341,Mil Reais,-,Mil Reais,160,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,45757,Mil Reais,13,Mil Reais,26542,Mil Reais,10932,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,64,2019
35014,11132,Mil Reais,114,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,440,Mil Reais,56922,Mil Reais,110,Mil Reais,-,Mil Reais,-,Mil Reais,9897,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,15195,Mil Reais,15195,Mil Reais,-,Mil Reais,...,Mil Reais,1801297,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,3,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,238,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,476,Mil Reais,-,Mil Reais,-,Mil Reais,51103,Mil Reais,4047,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,35,Mil Reais,-,Mil Reais,2547,Mil Reais,1760,Mil Reais,108,Mil Reais,-,Mil Reais,18,Mil Reais,-,Mil Reais,16529,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,40968,Mil Reais,154,Mil Reais,66,Mil Reais,3681,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2019
35015,8508,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1032,Mil Reais,45,Mil Reais,-,Mil Reais,-,Mil Reais,357,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,233022,Mil Reais,233022,Mil Reais,-,Mil Reais,...,Mil Reais,564306,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,2938,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1622,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,48899,Mil Reais,761,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,434,Mil Reais,3546,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,19172,Mil Reais,-,Mil Reais,525,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,27795,Mil Reais,1233,Mil Reais,112,Mil Reais,4118,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2019
35016,780,Mil Reais,58574,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,5942,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,23597,Mil Reais,-,Mil Reais,-,Mil Reais,11446,Mil Reais,...,Mil Reais,-,Mil Reais,23,Mil Reais,23,Mil Reais,-,Mil Reais,...,Mil Reais,1077566,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,267,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,23686,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2694,Mil Reais,-,Mil Reais,-,Mil Reais,49103,Mil Reais,9002,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,5364,Mil Reais,2970,Mil Reais,400,Mil Reais,-,Mil Reais,810,Mil Reais,-,Mil Reais,19816,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,27793,Mil Reais,1058,Mil Reais,2624,Mil Reais,33213,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,3014,Mil Reais,41,2019
35017,-,Mil Reais,3284,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,6236,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,4770,Mil Reais,-,Mil Reais,-,Mil Reais,15614,Mil Reais,...,Mil Reais,-,Mil Reais,462,Mil Reais,462,Mil Reais,-,Mil Reais,...,Mil Reais,1116802,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,4252,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,829,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,86,Mil Reais,-,Mil Reais,-,Mil Reais,40896,Mil Reais,887,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,953,Mil Reais,-,Mil Reais,3426,Mil Reais,913,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,30540,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,53605,Mil Reais,2247,Mil Reais,1503,Mil Reais,14218,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,86,Mil Reais,-,2019
35018,345,Mil Reais,160,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,24830,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,18456,Mil Reais,28497,Mil Reais,-,Mil Reais,26860,Mil Reais,...,Mil Reais,-,Mil Reais,6094,Mil Reais,6094,Mil Reais,-,Mil Reais,...,Mil Reais,864865,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,155,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,300,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,727,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,708,Mil Reais,-,Mil Reais,1450,Mil Reais,138,Mil Reais,181,Mil Reais,-,Mil Reais,1044,Mil Reais,-,Mil Reais,43520,Mil Reais,-,Mil Reais,44,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,82039,Mil Reais,5509,Mil Reais,28,Mil Reais,4664,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2019
35019,1567,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,56235,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,7082,Mil Reais,2915,Mil Reais,-,Mil Reais,7351,Mil Reais,...,Mil Reais,-,Mil Reais,7734,Mil Reais,7651,Mil Reais,83,Mil Reais,...,Mil Reais,546901,Mil Reais,...,Mil Reais,519,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,653,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,288,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1775,Mil Reais,-,Mil Reais,-,Mil Reais,131761,Mil Reais,2750,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,9598,Mil Reais,306,Mil Reais,189,Mil Reais,-,Mil Reais,3786,Mil Reais,-,Mil Reais,8444,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,13680,Mil Reais,249,Mil Reais,-,Mil Reais,28110,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2019
35020,13245,Mil Reais,9591,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,22090,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2264,Mil Reais,938,Mil Reais,-,Mil Reais,9732,Mil Reais,...,Mil Reais,-,Mil Reais,19214,Mil Reais,19214,Mil Reais,-,Mil Reais,...,Mil Reais,888250,Mil Reais,...,Mil Reais,939,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1648,Mil Reais,-,Mil Reais,-,Mil Reais,175,Mil Reais,28632,Mil Reais,-,Mil Reais,-,Mil Reais,600931,Mil Reais,30044,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,38,Mil Reais,-,Mil Reais,14632,Mil Reais,102,Mil Reais,1374,Mil Reais,-,Mil Reais,46600,Mil Reais,-,Mil Reais,14975,Mil Reais,-,Mil Reais,303,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,35187,Mil Reais,477,Mil Reais,12684,Mil Reais,5288,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,558,2019
35021,1818,Mil Reais,1137,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,43,Mil Reais,-,Mil Reais,5553,Mil Reais,57,Mil Reais,-,Mil Reais,-,Mil Reais,829,Mil Reais,-,Mil Reais,-,Mil Reais,195,Mil Reais,...,Mil Reais,-,Mil Reais,55755,Mil Reais,55755,Mil Reais,-,Mil Reais,...,Mil Reais,949803,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,17,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,221,Mil Reais,-,Mil Reais,-,Mil Reais,429,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,47426,Mil Reais,1970,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1497,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1624,Mil Reais,-,Mil Reais,19636,Mil Reais,-,Mil Reais,265,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,33421,Mil Reais,1526,Mil Reais,11576,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2019
35022,4039,Mil Reais,2191,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,123187,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1909,Mil Reais,-,Mil Reais,41285,Mil Reais,-,Mil Reais,241788,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,25691,Mil Reais,25691,Mil Reais,-,Mil Reais,...,Mil Reais,298824,Mil Reais,...,Mil Reais,1805,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,312,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,219785,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,6245,Mil Reais,-,Mil Reais,-,Mil Reais,633528,Mil Reais,23644,Mil Reais,-,Mil Reais,2130,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1938,Mil Reais,-,Mil Reais,211,Mil Reais,-,Mil Reais,4800,Mil Reais,-,Mil Reais,173091,Mil Reais,-,Mil Reais,60,Mil Reais,-,Mil Reais,6742,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,312998,Mil Reais,27144,Mil Reais,1999,Mil Reais,-,Mil Reais,48285,Mil Reais,1546,Mil Reais,-,Mil Reais,-,Mil Reais,216,2019
35023,855,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,191,Mil Reais,-,Mil Reais,-,Mil Reais,844,Mil Reais,49,Mil Reais,21684,Mil Reais,481,Mil Reais,...,Mil Reais,-,Mil Reais,18891,Mil Reais,18891,Mil Reais,-,Mil Reais,...,Mil Reais,450598,Mil Reais,...,Mil Reais,715,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,12366,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,370,Mil Reais,-,Mil Reais,-,Mil Reais,317515,Mil Reais,12468,Mil Reais,-,Mil Reais,450,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,11214,Mil Reais,677,Mil Reais,202,Mil Reais,-,Mil Reais,11,Mil Reais,-,Mil Reais,25683,Mil Reais,-,Mil Reais,-,Mil Reais,89,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,18462,Mil Reais,308,Mil Reais,6499,Mil Reais,4210,Mil Reais,2791,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,319,2019
35024,5964,Mil Reais,1764,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,54897,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,7372,Mil Reais,1847,Mil Reais,-,Mil Reais,2507,Mil Reais,...,Mil Reais,-,Mil Reais,2784,Mil Reais,2784,Mil Reais,-,Mil Reais,...,Mil Reais,1445392,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,312,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1549,Mil Reais,153,Mil Reais,-,Mil Reais,1009,Mil Reais,31244,Mil Reais,-,Mil Reais,-,Mil Reais,423125,Mil Reais,41186,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,461,Mil Reais,-,Mil Reais,23732,Mil Reais,12257,Mil Reais,130,Mil Reais,-,Mil Reais,16277,Mil Reais,-,Mil Reais,24915,Mil Reais,-,Mil Reais,699,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,65806,Mil Reais,2010,Mil Reais,4912,Mil Reais,1276,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,102,2019
35025,2477,Mil Reais,121,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,744,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,417,Mil Reais,-,Mil Reais,6639,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,12247,Mil Reais,12247,Mil Reais,-,Mil Reais,...,Mil Reais,557837,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,25,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,9396,Mil Reais,-,Mil Reais,-,Mil Reais,153813,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1624,Mil Reais,-,Mil Reais,1753,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,13161,Mil Reais,-,Mil Reais,30,Mil Reais,-,Mil Reais,112,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,9207,Mil Reais,2,Mil Reais,-,Mil Reais,1646,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2019
35026,533,Mil Reais,38,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,50,Mil Reais,1306,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,3004,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,14453,Mil Reais,14453,Mil Reais,-,Mil Reais,...,Mil Reais,307453,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,424,Mil Reais,-,Mil Reais,-,Mil Reais,222,Mil Reais,348,Mil Reais,-,Mil Reais,-,Mil Reais,211186,Mil Reais,21883,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2114,Mil Reais,72,Mil Reais,329,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,12280,Mil Reais,-,Mil Reais,17,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,9708,Mil Reais,322,Mil Reais,6165,Mil Reais,1051,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2019
35027,12599,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,340,Mil Reais,-,Mil Reais,518,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,5777,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,10179,Mil Reais,10179,Mil Reais,-,Mil Reais,...,Mil Reais,554197,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,95,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,170995,Mil Reais,2348,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,9778,Mil Reais,1644,Mil Reais,687,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,51812,Mil Reais,-,Mil Reais,149,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,30778,Mil Reais,533,Mil Reais,5159,Mil Reais,9807,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2019
35028,508,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,25,Mil Reais,-,Mil Reais,-,Mil Reais,4944,Mil Reais,1088,Mil Reais,50,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,761,Mil Reais,761,Mil Reais,-,Mil Reais,...,Mil Reais,691535,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,46,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1285,Mil Reais,-,Mil Reais,47,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,53046,Mil Reais,314,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,8345,Mil Reais,-,Mil Reais,528,Mil Reais,-,Mil Reais,736,Mil Reais,-,Mil Reais,17875,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,5131,Mil Reais,87,Mil Reais,1669,Mil Reais,1364,Mil Reais,33,Mil Reais,-,Mil Reais,-,Mil Reais,41,Mil Reais,584,2019
35029,4988,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,533,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,3330,Mil Reais,-,Mil Reais,72840,Mil Reais,317,Mil Reais,...,Mil Reais,-,Mil Reais,11484,Mil Reais,11484,Mil Reais,-,Mil Reais,...,Mil Reais,345249,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,700,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2862,Mil Reais,-,Mil Reais,-,Mil Reais,50,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,209081,Mil Reais,3159,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,300,Mil Reais,-,Mil Reais,3112,Mil Reais,3805,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,69114,Mil Reais,-,Mil Reais,248,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,40504,Mil Reais,1445,Mil Reais,13973,Mil Reais,3038,Mil Reais,1903,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,2019
35030,5835,Mil Reais,-,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,1512,Mil Reais,-,Mil Reais,-,Mil Reais,714,Mil Reais,8365,Mil Reais,1126,Mil Reais,191734,Mil Reais,3191,Mil Reais,...,Mil Reais,-,Mil Reais,482992,Mil Reais,482992,Mil Reais,-,Mil Reais,...,Mil Reais,486319,Mil Reais,...,Mil Reais,140,Mil Reais,-,Mil Reais,102821,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,35316,Mil Reais,-,Mil Reais,-,Mil Reais,195,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,469057,Mil Reais,7668,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,7167,Mil Reais,2956,Mil Reais,625,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,136266,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,230,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,55931,Mil Reais,580,Mil Reais,15445,Mil Reais,10532,Mil Reais,245,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,934,2019
35031,24831,Mil Reais,135,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,1845,Mil Reais,-,Mil Reais,-,Mil Reais,5,Mil Reais,-,Mil Reais,-,Mil Reais,2817,Mil Reais,250,Mil Reais,37186,Mil Reais,-,Mil Reais,...,Mil Reais,-,Mil Reais,10446,Mil Reais,9401,Mil Reais,1044,Mil Reais,...,Mil Reais,137402,Mil Reais,...,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,2913,Mil Reais,-,Mil Reais,-,Mil Reais,233,Mil Reais,1982,Mil Reais,-,Mil Reais,-,Mil Reais,356560,Mil Reais,73800,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,35414,Mil Reais,5340,Mil Reais,776,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,61036,Mil Reais,-,Mil Reais,371,Mil Reais,100,Mil Reais,41,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,14017,Mil Reais,-,Mil Reais,9314,Mil Reais,77018,Mil Reais,3593,Mil Reais,-,Mil Reais,-,Mil Reais,-,Mil Reais,519,2019
